Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3,image_url4,image_url5
10797,24_3,24_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316377,-149.506991,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10798,24_4,24_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316377,-149.506991,Field Name,Cassiope tetragona-Dryas integrifolia,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10799,24_5,24_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316377,-149.506991,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10800,24_6,24_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316377,-149.506991,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10801,24_7,24_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316377,-149.506991,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10802,25_1,25_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472522,-149.806254,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10803,25_2,25_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472522,-149.806254,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10804,25_3,25_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472522,-149.806254,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10805,25_4,25_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472522,-149.806254,Field Name,Cassiope tetragona-Dryas integrifolia,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10806,25_5,25_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472522,-149.806254,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10807,25_6,25_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472522,-149.806254,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10808,25_7,25_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472522,-149.806254,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10809,26_1,26_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,Dryas integrifolia-Oxytropis nigrescens Carex nardina-Calamagrostis purpuracens,Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10810,26_2,26_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,"Poa glauca-Bromus pumpellianus, Facies Kobresia myosuroides-Salix glauca",Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,None,Percentage,,,,,
10811,26_3,26_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10812,26_4,26_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10813,26_5,26_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10814,26_6,26_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex petricosa-Carex nardina",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10815,26_7,26_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,Dryas integrifolia-Oxytropis nigrescens Carex nardina-Calamagrostis purpuracens,Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10816,27_2,27_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.769421,-149.110168,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex franklinii-Salix brachycarpa ssp. niphoclada",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10817,27_4,27_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.769421,-149.110168,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10818,27_5,27_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.769421,-149.110168,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10819,27_6,27_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.769421,-149.110168,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex franklinii-Salix brachycarpa ssp. niphoclada",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10820,27_7,27_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.769421,-149.110168,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Kobresia mysurodes-Pedicularis captitata",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10821,28_1,28_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.783133,-149.082489,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Kobresia mysurodes-Pedicularis captitata",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10822,28_2,28_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.783133,-149.082489,Field Name,"Poa glauca-Bromus pumpellianus, Facies Kobresia myosuroides-Salix glauca",Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,None,Percentage,,,,,
10823,28_3,28_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.783133,-149.082489,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10824,28_4,28_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.783133,-149.082489,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10825,28_5,28_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.783133,-149.082489,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10826,28_6,28_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.783133,-149.082489,Field Name,"Poa glauca-Bromus pumpellianus, Facies Kobresia myosuroides-Salix glauca",Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,None,Percentage,,,,,
10827,28_7,28_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.783133,-149.082489,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Kobresia mysurodes-Pedicularis captitata",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10828,29_2,29_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,"Poa glauca-Bromus pumpellianus, Facies Kobresia myosuroides-Salix glauca",Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,None,Percentage,,,,,
10829,29_3,29_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10830,29_4,29_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10831,29_5,29_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10832,29_6,29_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex petricosa-Carex nardina",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10833,29_7,29_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.770887,-149.084206,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Kobresia mysurodes-Pedicularis captitata",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10834,30_1,30_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.794867,-149.114266,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Kobresia mysurodes-Pedicularis captitata",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10835,30_2,30_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.794867,-149.114266,Field Name,"Poa glauca-Bromus pumpellianus, Facies Potentilla hookeriana-Polemonium acutiflorum","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10836,30_3,30_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.794867,-149.114266,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10837,30_4,30_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.794867,-149.114266,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10838,30_5,30_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.794867,-149.114266,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10839,30_6,30_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.794867,-149.114266,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10840,30_7,30_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.794867,-149.114266,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Kobresia mysurodes-Pedicularis captitata",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10841,31_1,31_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.760441,-149.08442,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Carex bigelowii-Cassiope tetragona",Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10842,31_2,31_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.760441,-149.08442,Field Name,"Poa glauca-Bromus pumpellianus, Facies Kobresia myosuroides-Salix glauca",Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,None,Percentage,,,,,
10843,31_3,31_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.760441,-149.08442,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10844,31_4,31_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.760441,-149.08442,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10845,31_5,31_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.760441,-149.08442,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10846,31_6,31_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.760441,-149.08442,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex petricosa-Carex nardina",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10847,31_7,31_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.760441,-149.08442,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Kobresia mysurodes-Pedicularis captitata",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10848,32_2,32_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.193336,-149.133982,Field Name,"Poa glauca-Bromus pumpellianus, Facies Kobresia myosuroides-Salix glauca",Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,None,Percentage,,,,,
10849,32_3,32_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.193336,-149.133982,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10850,32_4,32_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.193336,-149.133982,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10851,32_5,32_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.193336,-149.133982,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10852,32_6,32_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.193336,-149.133982,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex petricosa-Carex nardina",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10853,32_7,32_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.193336,-149.133982,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Kobresia mysurodes-Pedicularis captitata",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10854,32_8,32_8,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.193336,-149.133982,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10855,33_2,33_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472208,-149.726161,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10856,33_3,33_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472208,-149.726161,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10857,33_4,33_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472208,-149.726161,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10858,33_5,33_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472208,-149.726161,Field Name,Salix rotundifolia-Dryas integrifolia,"Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10859,33_6,33_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472208,-149.726161,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10860,33_7,33_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.472208,-149.726161,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10861,34_1,34_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.310028,-149.185569,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10862,34_2,34_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.310028,-149.185569,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10863,34_3,34_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.310028,-149.185569,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10864,34_4,34_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.310028,-149.185569,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10865,34_5,34_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.310028,-149.185569,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10866,34_6,34_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.310028,-149.185569,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10867,34_7,34_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.310028,-149.185569,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10868,35_1,35_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.339159,-149.373057,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10869,35_2,35_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.339159,-149.373057,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10870,35_3,35_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.339159,-149.373057,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10871,35_4,35_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.339159,-149.373057,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10872,35_5,35_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.339159,-149.373057,Field Name,Salix rotundifolia-Dryas integrifolia,"Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10873,35_6,35_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.339159,-149.373057,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10874,35_7,35_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.339159,-149.373057,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10875,36_1,36_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.282362,-148.696566,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10876,36_2,36_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.282362,-148.696566,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10877,36_3,36_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.282362,-148.696566,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10878,36_4,36_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.282362,-148.696566,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10879,36_5,36_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.282362,-148.696566,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
