Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3
12182,KOVA_T70_10_2007,KOVA_T70_10_2007,20070731,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.17553981,-158.2129896,,arcful-caraqu-eriang-calcan-salala-erisch,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
12183,KOVA_T71_01_2007,KOVA_T71_01_2007,20070802,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.15778,-159.17896,,Picea mariana-Ledum decumbens,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
12184,KOVA_T71_02_2007,KOVA_T71_02_2007,20070802,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.15715,-159.18005,,Menyanthes trifoliata-Potentilla palustris,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12185,KOVA_T71_03_2007,KOVA_T71_03_2007,20070802,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.15575,-159.18169,,Picea mariana-Ledum decumbens,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12186,KOVA_T71_04_2007,KOVA_T71_04_2007,20070802,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.15587,-159.18529,,Nuphar polysepala-Sparganium sp.,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
12187,KOVA_T71_05_2007,KOVA_T71_05_2007,20070802,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.15539,-159.18507,,Carex aquatilis-Potentilla palustris,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
12188,KOVA_T71_06_2007,KOVA_T71_06_2007,20070802,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.15469,-159.1888,,Betula nana-Eriophorum vaginatum,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
12189,KOVA_T71_07_2007,KOVA_T71_07_2007,20070802,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.15575,-159.1933,,Calamagrostis canadensis-Potentilla palustris,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
12190,KOVA_T71_08_2007,KOVA_T71_08_2007,20070802,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.15577,-159.19524,,Betula papyrifera-Picea glauca-Vaccinium vitis-idaea,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
12191,KOVA_T71_09_2007,KOVA_T71_09_2007,20070802,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.15557,-159.19495,,Eriophorum angustifolium-Epilobium palustre,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
12192,KOVA_T72_01_2007,KOVA_T72_01_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.03855936,-159.6569651,,Menyanthes trifoliata-Potentilla palustris,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
12193,KOVA_T72_02_2007,KOVA_T72_02_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.039502,-159.658104,,Nuphar polysepala-Sparganium sp.,Aquatic grass marshes (Arctophila fulva),,"plot map, soil descriptions a few select plots",Percent,,,
12194,KOVA_T72_03_2007,KOVA_T72_03_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.03825816,-159.6614794,,Calamagrostis canadensis-Potentilla palustris,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12195,KOVA_T72_04_2007,KOVA_T72_04_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.0378937,-159.6592015,,Picea mariana-Ledum decumbens,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12196,KOVA_T72_05_2007,KOVA_T72_05_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.03792101,-159.660578,,Picea mariana-Ledum decumbens,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
12197,KOVA_T72_06_2007,KOVA_T72_06_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.03799422,-159.6643705,,Picea mariana-Ledum decumbens,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
12198,KOVA_T72_07_2007,KOVA_T72_07_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.03848169,-159.6702626,,Picea mariana-Ledum decumbens,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12199,KOVA_T72_08_2007,KOVA_T72_08_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.04015424,-159.6767132,,Carex aquatilis-Potentilla palustris,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12200,KOVA_T74_01_2007,KOVA_T74_01_2007,20070803,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.2728,-158.11011,,Betula nana-Loiseleuria procumbens,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12201,KOVA_T74_02_2007,KOVA_T74_02_2007,20070803,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27338,-158.11612,,Spiraea beauverdiana-Festuca altaica,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12202,KOVA_T74_03_2007,KOVA_T74_03_2007,20070803,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27316,-158.11993,,Picea glauca-Ledum decumbens,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12203,KOVA_T74_04_2007,KOVA_T74_04_2007,20070803,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27214,-158.1268,,Picea mariana-Ledum decumbens,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12204,KOVA_T74_05_2007,KOVA_T74_05_2007,20070803,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27188,-158.12971,,Picea mariana-Ledum decumbens,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12205,KOVA_T74_06_2007,KOVA_T74_06_2007,20070803,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27078,-158.13737,,Alnus crispa-Rubus arcticus,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12206,KOVA_T74_07_2007,KOVA_T74_07_2007,20070803,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27127,-158.14174,,Salix planifolia ssp. pulchra-Potentilla palustris,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12207,KOVA_T74_08_2007,KOVA_T74_08_2007,20070803,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27034,-158.1413,,Salix planifolia ssp. pulchra-Potentilla palustris,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
12208,KOVA_T75_02_2007,KOVA_T75_02_2007,20070731,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.45003,-158.04952,,Dryas octopetala-Hierochloë alpina,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12209,KOVA_T75_03_2007,KOVA_T75_03_2007,20070731,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.44944349,-158.049547,,lichen-Hierochloë alpina,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12210,KOVA_T75_04_2007,KOVA_T75_04_2007,20070731,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.44955892,-158.0484137,,Dryas octopetala-Hierochloë alpina,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
12211,KOVA_T75_05_2007,KOVA_T75_05_2007,20070731,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.45025381,-158.0409415,,Alnus crispa-Calamagrostis canadensis,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
12212,KOVA_T75_06_2007,KOVA_T75_06_2007,20070731,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.4496272,-158.033932,,Betula nana-Ledum decumbens,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12213,KOVA_T75_07_2007,KOVA_T75_07_2007,20070731,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.447699,-158.029175,,Alnus crispa-Calamagrostis canadensis,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12214,KOVA_T75_08_2007,KOVA_T75_08_2007,20070731,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.44832121,-158.0249814,,Picea glauca-Salix reticulata-Carex scirpoidea,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
12215,KOVA_T75_09_2007,KOVA_T75_09_2007,20070731,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.44704955,-158.0193805,,Betula nana-Ledum decumbens,"Dry non-acidic coastal tundra (Dryas integrifolia, Salix rotundifolia, Ochrolechia frigida)",,"plot map, soil descriptions a few select plots",Percent,,,
12216,KOVA_T75_10_2007,KOVA_T75_10_2007,20070731,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.44303037,-158.0653207,,lichen-Hierochloë alpina,"10.1Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas-Cooper units 26, 29, 32, 34)",,"plot map, soil descriptions a few select plots",Percent,,,
12217,KOVA_T78_01_2007,KOVA_T78_01_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.38994587,-159.071477,,Lichen-salphl-umbcar-rhyrug-polyt-minobt,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12218,KOVA_T78_02_2007,KOVA_T78_02_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.38736,-159.0707,,Spiraea beauverdiana-Festuca altaica,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
12219,KOVA_T78_03_2007,KOVA_T78_03_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.38672617,-159.0665773,,Spiraea beauverdiana-Festuca altaica,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12220,KOVA_T78_04_2007,KOVA_T78_04_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.38384,-159.06077,,Alnus crispa-Calamagrostis canadensis,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
12221,KOVA_T78_05_2007,KOVA_T78_05_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.38215901,-159.0579049,,Spiraea beauverdiana-Festuca altaica,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12222,KOVA_T78_06_2007,KOVA_T78_06_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.3798,-159.05213,,Picea mariana-Ledum decumbens,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12223,KOVA_T78_07_2007,KOVA_T78_07_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.37626249,-159.0424744,,Betula nana-Salix planifolia ssp. pulchra-Pyrola grandiflora,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12224,KOVA_T79_01_2007,KOVA_T79_01_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.48407883,-159.6171014,,Alnus crispa-Calamagrostis canadensis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12225,KOVA_T79_02_2007,KOVA_T79_02_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.48179177,-159.615474,,Betula nana-Ledum decumbens,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
12226,KOVA_T79_03_2007,KOVA_T79_03_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.47972378,-159.6111648,,Betula nana-Loiseleuria procumbens,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
12227,KOVA_T79_04_2007,KOVA_T79_04_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.47876712,-159.6117645,,Spiraea beauverdiana-Festuca altaica,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
12228,KOVA_T79_05_2007,KOVA_T79_05_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.477433,-159.606931,,Picea glauca-Ledum decumbens,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
12229,KOVA_T79_06_2007,KOVA_T79_06_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.4753021,-159.6021652,,Picea mariana-Ledum decumbens,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12230,KOVA_T79_07_2007,KOVA_T79_07_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.47311505,-159.5969447,,Betula nana-Eriophorum vaginatum,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12231,KOVA_T79_08_2007,KOVA_T79_08_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.473204,-159.5956088,,Salix planifolia ssp. pulchra-Potentilla palustris,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12232,KOVA_T79_09_2007,KOVA_T79_09_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.47072496,-159.5972537,,Picea glauca-Ledum decumbens,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12233,KOVA_T79_10_2007,KOVA_T79_10_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.46960737,-159.5972584,,Picea glauca-Alnus crispa-Calamagrostis canadensis,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
12234,KOVA_T80_02_2007,KOVA_T80_02_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.79074422,-159.7253173,,Salix alaxensis-Epilobium latifolium,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12235,KOVA_T80_03_2007,KOVA_T80_03_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.79140615,-159.73016,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12236,KOVA_T80_04_2007,KOVA_T80_04_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.786552,-159.7359649,,Betula nana-Eriophorum vaginatum,Aquatic grass marshes (Arctophila fulva),,"plot map, soil descriptions a few select plots",Percent,,,
12237,KOVA_T80_05_2007,KOVA_T80_05_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.78804,-159.72757,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
12238,KOVA_T80_06_2007,KOVA_T80_06_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.7897,-159.72233,,Salix arctica-Minuartia arctica,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12239,KOVA_T80_07_2007,KOVA_T80_07_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.78857983,-159.7201343,,Alnus crispa-Calamagrostis canadensis,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12240,KOVA_T80_08_2007,KOVA_T80_08_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.78968277,-159.7189963,,Salix alaxensis-Aster sibiricus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
12241,KOVA_T80_09_2007,KOVA_T80_09_2007,20070729,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.79082782,-159.717662,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,"Dry non-acidic coastal tundra (Dryas integrifolia, Salix rotundifolia, Ochrolechia frigida)",,"plot map, soil descriptions a few select plots",Percent,,,
12242,KOVA_T81_01_2007,KOVA_T81_01_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.33088173,-159.9622588,,Betula nana-Vaccinium vitis-idaea-Dryas octopetala,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12243,KOVA_T81_02_2007,KOVA_T81_02_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.32909028,-159.9566875,,salpul-clado-artarc1-cetisl1-castet,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
12244,KOVA_T81_03_2007,KOVA_T81_03_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.33150933,-159.9528141,,lichen-Hierochloë alpina,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12245,KOVA_T81_04_2007,KOVA_T81_04_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.33033101,-159.9471976,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
12246,KOVA_T81_05_2007,KOVA_T81_05_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.3355147,-159.9416424,,Spiraea beauverdiana-Festuca altaica,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
12247,KOVA_T81_06_2007,KOVA_T81_06_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.33413843,-159.9290555,,Alnus crispa-Calamagrostis canadensis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12248,KOVA_T81_07_2007,KOVA_T81_07_2007,20070727,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.3365634,-159.9201314,,Picea glauca-Ledum decumbens,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
12249,KOVA_T83_01_2007,KOVA_T83_01_2007,20070730,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.59205944,-159.3657103,,Dryas octopetala-Saxifraga oppositifolia,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
12250,KOVA_T83_02_2007,KOVA_T83_02_2007,20070730,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.58719034,-159.3642471,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
12251,KOVA_T83_03_2007,KOVA_T83_03_2007,20070730,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.57976367,-159.3421101,,Dryas octopetala-Saxifraga oppositifolia,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12252,KOVA_T83_04_2007,KOVA_T83_04_2007,20070730,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.58101402,-159.3443378,,Salix arctica-Minuartia arctica,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
12253,KOVA_T83_05_2007,KOVA_T83_05_2007,20070730,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.57934826,-159.3419126,,Dryas octopetala-Saxifraga oppositifolia,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12254,KOVA_T83_06_2007,KOVA_T83_06_2007,20070730,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.57809245,-159.3449006,,Dryas integrifolia-Carex scirpoidea-Rhododendron lapponicum,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
12255,KOVA_T83_07_2007,KOVA_T83_07_2007,20070730,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.57719327,-159.3414797,,Picea glauca-Salix reticulata-Carex scirpoidea,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12256,KOVA_T83_08_2007,KOVA_T83_08_2007,20070730,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.57778383,-159.336561,,Picea glauca-Salix reticulata-Carex scirpoidea,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12257,KOVA_T84_01_2007,KOVA_T84_01_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.64635506,-159.4886565,,Dryas octopetala-Hierochloë alpina,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
12258,KOVA_T84_02_2007,KOVA_T84_02_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.65461619,-159.4228791,,Dryas octopetala-Hierochloë alpina,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
12259,KOVA_T84_03_2007,KOVA_T84_03_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.65287115,-159.4229304,,Betula nana-Ledum decumbens,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
12260,KOVA_T84_05_2007,KOVA_T84_05_2007,20070728,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.65005088,-159.4213553,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
12261,KOVA_TOnion_01_2007,KOVA_TOnion_01_2007,20070804,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.1061,-158.27052,,Populus tremuloides-Picea glauca-Salix glauca,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
12262,KOVA_TOnion_02_2007,KOVA_TOnion_02_2007,20070804,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.10768,-158.26692,,Betula papyrifera-Picea glauca-Vaccinium vitis-idaea,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
12263,KOVA_TOnion_03_2007,KOVA_TOnion_03_2007,20070804,2007,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.10683,-158.27617,,Betula papyrifera-Picea glauca-Vaccinium vitis-idaea,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12264,NOAT_G01_01_2005,NOAT_G01_01_2005,20050731,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.16672791,-161.6248667,,Betula nana-Ledum decumbens,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
